# This is a transfer function data file in the "Plain" format
# Comments are ignored
# The titles should be on a comment line, and contain no spaces
# Wavenumbers k are in 1/Mpc
# Transfer functions are in the CAMB/CMBFAST/Eisenstein-Hu format,
# and differ by a factor -1/k^2 from CLASS.

# k d_g d_b d_cdm d_ur d_ncdm[0] d_ncdm[1] d_ncdm[2] d_tot d_cb phi psi h h_prime eta eta_prime H_T_Nb_prime k2gamma_Nb t_g t_b t_cdm t_cb t_ur t_ncdm[0] t_ncdm[1] t_ncdm[2] t_tot
 1.631582E-02 1.523385E+03 2.843596E+05 3.148964E+05 1.657954E+03 7.675411E+04 7.675411E+04 7.675411E+04 2.979763E+05 3.101761E+05 -1.148632E+03 -1.148556E+03 -6.297928E+05 -5.011121E+02 -1.926669E+03 3.680219E-02 -6.853369E-02 3.647605E-05 2.440961E+00 -2.477578E+02 -2.505142E+02 -5.005334E+02 -1.243045E-01 -9.283320E+01 -9.283320E+01 -9.283320E+01 -2.409877E+02
 1.640665E-02 1.468754E+03 2.829617E+05 3.136769E+05 1.633187E+03 7.602189E+04 7.602189E+04 7.602189E+04 2.967595E+05 3.089290E+05 -1.131306E+03 -1.131229E+03 -6.273537E+05 -4.990850E+02 -1.897642E+03 3.632024E-02 -6.806316E-02 3.570595E-05 2.004404E+00 -2.467314E+02 -2.495016E+02 -4.985065E+02 2.709766E-01 -9.202230E+01 -9.202230E+01 -9.202230E+01 -2.399949E+02
 1.649758E-02 1.420836E+03 2.815703E+05 3.124617E+05 1.602622E+03 7.529747E+04 7.529747E+04 7.529747E+04 2.955476E+05 3.076865E+05 -1.114298E+03 -1.114221E+03 -6.249233E+05 -4.970656E+02 -1.869146E+03 3.584751E-02 -6.766016E-02 3.496148E-05 1.623205E+00 -2.457092E+02 -2.484929E+02 -4.964876E+02 6.497377E-01 -9.121910E+01 -9.121910E+01 -9.121910E+01 -2.390057E+02
 1.658859E-02 1.378660E+03 2.801820E+05 3.112495E+05 1.566738E+03 7.458036E+04 7.458036E+04 7.458036E+04 2.943389E+05 3.064471E+05 -1.097594E+03 -1.097516E+03 -6.224990E+05 -4.950516E+02 -1.841160E+03 3.538403E-02 -6.730090E-02 3.424545E-05 1.303976E+00 -2.446897E+02 -2.474869E+02 -4.944738E+02 9.974993E-01 -9.042303E+01 -9.042303E+01 -9.042303E+01 -2.380188E+02
 1.667970E-02 1.341165E+03 2.787996E+05 3.100414E+05 1.526240E+03 7.387075E+04 7.387075E+04 7.387075E+04 2.931347E+05 3.052120E+05 -1.081192E+03 -1.081114E+03 -6.200828E+05 -4.930448E+02 -1.813679E+03 3.492969E-02 -6.696225E-02 3.356025E-05 1.049675E+00 -2.436739E+02 -2.464846E+02 -4.924673E+02 1.301186E+00 -8.963434E+01 -8.963434E+01 -8.963434E+01 -2.370350E+02
 1.677089E-02 1.307320E+03 2.774230E+05 3.088372E+05 1.482003E+03 7.316854E+04 7.316854E+04 7.316854E+04 2.919348E+05 3.039811E+05 -1.065085E+03 -1.065006E+03 -6.176744E+05 -4.910449E+02 -1.786691E+03 3.448425E-02 -6.662196E-02 3.290787E-05 8.603074E-01 -2.426619E+02 -2.454856E+02 -4.904678E+02 1.549656E+00 -8.885292E+01 -8.885292E+01 -8.885292E+01 -2.360543E+02
 1.686219E-02 1.276139E+03 2.760522E+05 3.076370E+05 1.435041E+03 7.247364E+04 7.247364E+04 7.247364E+04 2.907393E+05 3.027544E+05 -1.049267E+03 -1.049188E+03 -6.152739E+05 -4.890523E+02 -1.760186E+03 3.404745E-02 -6.625957E-02 3.228992E-05 7.329504E-01 -2.416535E+02 -2.444903E+02 -4.884754E+02 1.734096E+00 -8.807868E+01 -8.807868E+01 -8.807868E+01 -2.350767E+02
 1.695357E-02 1.246726E+03 2.746858E+05 3.064401E+05 1.386457E+03 7.178580E+04 7.178580E+04 7.178580E+04 2.895475E+05 3.015313E+05 -1.033728E+03 -1.033649E+03 -6.128802E+05 -4.870656E+02 -1.734149E+03 3.361889E-02 -6.585695E-02 3.170753E-05 6.620123E-01 -2.406482E+02 -2.434978E+02 -4.864889E+02 1.848356E+00 -8.731132E+01 -8.731132E+01 -8.731132E+01 -2.341017E+02
 1.704506E-02 1.218305E+03 2.733250E+05 3.052472E+05 1.337409E+03 7.110506E+04 7.110506E+04 7.110506E+04 2.883600E+05 3.003124E+05 -1.018464E+03 -1.018385E+03 -6.104944E+05 -4.850859E+02 -1.708573E+03 3.319816E-02 -6.539934E-02 3.116146E-05 6.395678E-01 -2.396465E+02 -2.425087E+02 -4.845093E+02 1.889001E+00 -8.655093E+01 -8.655093E+01 -8.655093E+01 -2.331299E+02
 1.713664E-02 1.190255E+03 2.719699E+05 3.040581E+05 1.289058E+03 7.043133E+04 7.043133E+04 7.043133E+04 2.871766E+05 2.990976E+05 -1.003470E+03 -1.003392E+03 -6.081161E+05 -4.831130E+02 -1.683448E+03 3.278477E-02 -6.487555E-02 3.065197E-05 6.555572E-01 -2.386483E+02 -2.415230E+02 -4.825364E+02 1.855688E+00 -8.579742E+01 -8.579742E+01 -8.579742E+01 -2.321611E+02
 1.722833E-02 1.162127E+03 2.706207E+05 3.028729E+05 1.242520E+03 6.976455E+04 6.976455E+04 6.976455E+04 2.859976E+05 2.978870E+05 -9.887394E+02 -9.886620E+02 -6.057458E+05 -4.811472E+02 -1.658764E+03 3.237820E-02 -6.427824E-02 3.017894E-05 6.986035E-01 -2.376538E+02 -2.405407E+02 -4.805706E+02 1.750967E+00 -8.505073E+01 -8.505073E+01 -8.505073E+01 -2.311957E+02
 1.732012E-02 1.133641E+03 2.692760E+05 3.016912E+05 1.198824E+03 6.910449E+04 6.910449E+04 6.910449E+04 2.848223E+05 2.966800E+05 -9.742645E+02 -9.741883E+02 -6.033823E+05 -4.791874E+02 -1.634508E+03 3.197795E-02 -6.360371E-02 2.974176E-05 7.564861E-01 -2.366624E+02 -2.395614E+02 -4.786107E+02 1.580070E+00 -8.431062E+01 -8.431062E+01 -8.431062E+01 -2.302333E+02
 1.741202E-02 1.104717E+03 2.679367E+05 3.005131E+05 1.158881E+03 6.845115E+04 6.845115E+04 6.845115E+04 2.836511E+05 2.954770E+05 -9.600412E+02 -9.599665E+02 -6.010262E+05 -4.772344E+02 -1.610673E+03 3.158351E-02 -6.285276E-02 2.933952E-05 8.166038E-01 -2.356743E+02 -2.385853E+02 -4.766574E+02 1.350857E+00 -8.357712E+01 -8.357712E+01 -8.357712E+01 -2.292742E+02
 1.750403E-02 1.075452E+03 2.666033E+05 2.993390E+05 1.123439E+03 6.780449E+04 6.780449E+04 6.780449E+04 2.824841E+05 2.942782E+05 -9.460645E+02 -9.459916E+02 -5.986779E+05 -4.752882E+02 -1.587251E+03 3.119439E-02 -6.202997E-02 2.897092E-05 8.666202E-01 -2.346898E+02 -2.376126E+02 -4.747109E+02 1.073383E+00 -8.285022E+01 -8.285022E+01 -8.285022E+01 -2.283188E+02
 1.759615E-02 1.046101E+03 2.652748E+05 2.981682E+05 1.093067E+03 6.716432E+04 6.716432E+04 6.716432E+04 2.813209E+05 2.930830E+05 -9.323274E+02 -9.322566E+02 -5.963364E+05 -4.733482E+02 -1.564230E+03 3.081015E-02 -6.114321E-02 2.863429E-05 8.949999E-01 -2.337085E+02 -2.366428E+02 -4.727705E+02 7.594389E-01 -8.212971E+01 -8.212971E+01 -8.212971E+01 -2.273666E+02
 1.768839E-02 1.017085E+03 2.639517E+05 2.970013E+05 1.068125E+03 6.653062E+04 6.653062E+04 6.653062E+04 2.801618E+05 2.918919E+05 -9.188261E+02 -9.187576E+02 -5.940025E+05 -4.714149E+02 -1.541603E+03 3.043043E-02 -6.020404E-02 2.832769E-05 8.916007E-01 -2.327307E+02 -2.356763E+02 -4.708368E+02 4.222059E-01 -8.141564E+01 -8.141564E+01 -8.141564E+01 -2.264182E+02
 1.778074E-02 9.889218E+02 2.626348E+05 2.958382E+05 1.048774E+03 6.590338E+04 6.590338E+04 6.590338E+04 2.790070E+05 2.907050E+05 -9.055561E+02 -9.054899E+02 -5.916763E+05 -4.694885E+02 -1.519364E+03 3.005490E-02 -5.922608E-02 2.804898E-05 8.479888E-01 -2.317565E+02 -2.347133E+02 -4.689100E+02 7.549491E-02 -8.070801E+01 -8.070801E+01 -8.070801E+01 -2.254737E+02
 1.787321E-02 9.622387E+02 2.613227E+05 2.946784E+05 1.034941E+03 6.528237E+04 6.528237E+04 6.528237E+04 2.778559E+05 2.895217E+05 -8.925106E+02 -8.924469E+02 -5.893569E+05 -4.675682E+02 -1.497501E+03 2.968331E-02 -5.822532E-02 2.779569E-05 7.580565E-01 -2.307854E+02 -2.337533E+02 -4.669892E+02 -2.665905E-01 -8.000660E+01 -8.000660E+01 -8.000660E+01 -2.245327E+02
 1.796581E-02 9.377009E+02 2.600162E+05 2.935225E+05 1.026367E+03 6.466761E+04 6.466761E+04 6.466761E+04 2.767089E+05 2.883424E+05 -8.796862E+02 -8.796250E+02 -5.870449E+05 -4.656547E+02 -1.476008E+03 2.931552E-02 -5.721892E-02 2.756527E-05 6.179676E-01 -2.298179E+02 -2.327966E+02 -4.650752E+02 -5.903358E-01 -7.931148E+01 -7.931148E+01 -7.931148E+01 -2.235957E+02
 1.805853E-02 9.159967E+02 2.587150E+05 2.923700E+05 1.022582E+03 6.405897E+04 6.405897E+04 6.405897E+04 2.755657E+05 2.871669E+05 -8.670775E+02 -8.670188E+02 -5.847400E+05 -4.637474E+02 -1.454876E+03 2.895144E-02 -5.622462E-02 2.735496E-05 4.268320E-01 -2.288538E+02 -2.318431E+02 -4.631674E+02 -8.830011E-01 -7.862252E+01 -7.862252E+01 -7.862252E+01 -2.226624E+02
 1.815137E-02 8.977860E+02 2.574189E+05 2.912210E+05 1.022962E+03 6.345636E+04 6.345636E+04 6.345636E+04 2.744264E+05 2.859951E+05 -8.546796E+02 -8.546234E+02 -5.824420E+05 -4.618463E+02 -1.434097E+03 2.859105E-02 -5.525993E-02 2.716189E-05 1.861055E-01 -2.278929E+02 -2.308926E+02 -4.612659E+02 -1.133120E+00 -7.793968E+01 -7.793968E+01 -7.793968E+01 -2.217328E+02
 1.824435E-02 8.836806E+02 2.561289E+05 2.900758E+05 1.026727E+03 6.285981E+04 6.285981E+04 6.285981E+04 2.732914E+05 2.848275E+05 -8.424897E+02 -8.424357E+02 -5.801516E+05 -4.599520E+02 -1.413666E+03 2.823446E-02 -5.434181E-02 2.698337E-05 -9.955802E-02 -2.269357E+02 -2.299457E+02 -4.593713E+02 -1.331210E+00 -7.726300E+01 -7.726300E+01 -7.726300E+01 -2.208071E+02
 1.833746E-02 8.741920E+02 2.548441E+05 2.889341E+05 1.032986E+03 6.226915E+04 6.226915E+04 6.226915E+04 2.721602E+05 2.836636E+05 -8.305021E+02 -8.304503E+02 -5.778682E+05 -4.580641E+02 -1.393574E+03 2.788180E-02 -5.348551E-02 2.681659E-05 -4.229877E-01 -2.259819E+02 -2.290019E+02 -4.574831E+02 -1.469991E+00 -7.659235E+01 -7.659235E+01 -7.659235E+01 -2.198852E+02
 1.843071E-02 8.696753E+02 2.535653E+05 2.877963E+05 1.040797E+03 6.168439E+04 6.168439E+04 6.168439E+04 2.710332E+05 2.825039E+05 -8.187139E+02 -8.186641E+02 -5.755925E+05 -4.561830E+02 -1.373815E+03 2.753328E-02 -5.270342E-02 2.665843E-05 -7.751128E-01 -2.250318E+02 -2.280616E+02 -4.556018E+02 -1.544717E+00 -7.592778E+01 -7.592778E+01 -7.592778E+01 -2.189670E+02
 1.852409E-02 8.703396E+02 2.522910E+05 2.866614E+05 1.049178E+03 6.110528E+04 6.110528E+04 6.110528E+04 2.699096E+05 2.813475E+05 -8.071183E+02 -8.070702E+02 -5.733228E+05 -4.543074E+02 -1.354379E+03 2.718908E-02 -5.200502E-02 2.650570E-05 -1.145034E+00 -2.240847E+02 -2.271241E+02 -4.537260E+02 -1.553235E+00 -7.526899E+01 -7.526899E+01 -7.526899E+01 -2.180520E+02
 1.861762E-02 8.763051E+02 2.510225E+05 2.855303E+05 1.057129E+03 6.053191E+04 6.053191E+04 6.053191E+04 2.687902E+05 2.801951E+05 -7.957136E+02 -7.956670E+02 -5.710605E+05 -4.524385E+02 -1.335262E+03 2.684954E-02 -5.139929E-02 2.635692E-05 -1.518878E+00 -2.231412E+02 -2.261901E+02 -4.518571E+02 -1.496059E+00 -7.461614E+01 -7.461614E+01 -7.461614E+01 -2.171406E+02
 1.871130E-02 8.874015E+02 2.497599E+05 2.844028E+05 1.063731E+03 5.996419E+04 5.996419E+04 5.996419E+04 2.676747E+05 2.790466E+05 -7.844957E+02 -7.844503E+02 -5.688055E+05 -4.505760E+02 -1.316458E+03 2.651492E-02 -5.088887E-02 2.620902E-05 -1.883147E+00 -2.222013E+02 -2.252594E+02 -4.499947E+02 -1.376541E+00 -7.396914E+01 -7.396914E+01 -7.396914E+01 -2.162325E+02
 1.880512E-02 9.033823E+02 2.485016E+05 2.832783E+05 1.068095E+03 5.940190E+04 5.940190E+04 5.940190E+04 2.665627E+05 2.779014E+05 -7.734587E+02 -7.734143E+02 -5.665566E+05 -4.487191E+02 -1.297957E+03 2.618554E-02 -5.047636E-02 2.606140E-05 -2.221661E+00 -2.212643E+02 -2.243315E+02 -4.481379E+02 -1.200514E+00 -7.332776E+01 -7.332776E+01 -7.332776E+01 -2.153271E+02
 1.889910E-02 9.235183E+02 2.472498E+05 2.821578E+05 1.069579E+03 5.884521E+04 5.884521E+04 5.884521E+04 2.654550E+05 2.767606E+05 -7.626019E+02 -7.625583E+02 -5.643155E+05 -4.468692E+02 -1.279758E+03 2.586161E-02 -5.015225E-02 2.590836E-05 -2.523368E+00 -2.203312E+02 -2.234072E+02 -4.462883E+02 -9.763372E-01 -7.269220E+01 -7.269220E+01 -7.269220E+01 -2.144251E+02
 1.899323E-02 9.468181E+02 2.460034E+05 2.810405E+05 1.067699E+03 5.829390E+04 5.829390E+04 5.829390E+04 2.643509E+05 2.756233E+05 -7.519197E+02 -7.518767E+02 -5.620809E+05 -4.450254E+02 -1.261851E+03 2.554330E-02 -4.990147E-02 2.574351E-05 -2.778010E+00 -2.194014E+02 -2.224860E+02 -4.444448E+02 -7.146242E-01 -7.206221E+01 -7.206221E+01 -7.206221E+01 -2.135258E+02
 1.908753E-02 9.732977E+02 2.447616E+05 2.799264E+05 1.061770E+03 5.774785E+04 5.774785E+04 5.774785E+04 2.632504E+05 2.744894E+05 -7.414080E+02 -7.413654E+02 -5.598527E+05 -4.431871E+02 -1.244230E+03 2.523099E-02 -4.973580E-02 2.557791E-05 -2.964144E+00 -2.184746E+02 -2.215676E+02 -4.426070E+02 -4.248591E-01 -7.143767E+01 -7.143767E+01 -7.143767E+01 -2.126289E+02
 1.918198E-02 1.001481E+03 2.435263E+05 2.788161E+05 1.051682E+03 5.720718E+04 5.720718E+04 5.720718E+04 2.621541E+05 2.733597E+05 -7.310656E+02 -7.310231E+02 -5.576321E+05 -4.413558E+02 -1.226891E+03 2.492474E-02 -4.963034E-02 2.540374E-05 -3.075336E+00 -2.175517E+02 -2.206528E+02 -4.407761E+02 -1.208171E-01 -7.081872E+01 -7.081872E+01 -7.081872E+01 -2.117350E+02
 1.927661E-02 1.031570E+03 2.422962E+05 2.777092E+05 1.036934E+03 5.667172E+04 5.667172E+04 5.667172E+04 2.610615E+05 2.722338E+05 -7.208877E+02 -7.208453E+02 -5.554183E+05 -4.395306E+02 -1.209828E+03 2.462496E-02 -4.960512E-02 2.524115E-05 -3.087451E+00 -2.166319E+02 -2.197410E+02 -4.389514E+02 1.868431E-01 -7.020515E+01 -7.020515E+01 -7.020515E+01 -2.108433E+02
 1.937140E-02 1.059495E+03 2.410709E+05 2.766051E+05 1.018544E+03 5.614127E+04 5.614127E+04 5.614127E+04 2.599722E+05 2.711109E+05 -7.108695E+02 -7.108270E+02 -5.532102E+05 -4.377106E+02 -1.193033E+03 2.433100E-02 -4.956745E-02 2.504586E-05 -3.024546E+00 -2.157150E+02 -2.188319E+02 -4.371320E+02 4.788227E-01 -6.959674E+01 -6.959674E+01 -6.959674E+01 -2.099537E+02
 1.946638E-02 1.085598E+03 2.398520E+05 2.755048E+05 9.964221E+02 5.561601E+04 5.561601E+04 5.561601E+04 2.588870E+05 2.699923E+05 -7.010104E+02 -7.009678E+02 -5.510096E+05 -4.358975E+02 -1.176504E+03 2.404310E-02 -4.953724E-02 2.483939E-05 -2.871099E+00 -2.148018E+02 -2.179262E+02 -4.353194E+02 7.467687E-01 -6.899369E+01 -6.899369E+01 -6.899369E+01 -2.090668E+02
 1.956153E-02 1.108678E+03 2.386376E+05 2.744076E+05 9.710455E+02 5.509567E+04 5.509567E+04 5.509567E+04 2.578050E+05 2.688769E+05 -6.913049E+02 -6.912623E+02 -5.488151E+05 -4.340898E+02 -1.160232E+03 2.376109E-02 -4.949503E-02 2.462129E-05 -2.628006E+00 -2.138914E+02 -2.170231E+02 -4.335123E+02 9.795705E-01 -6.839569E+01 -6.839569E+01 -6.839569E+01 -2.081819E+02
 1.965686E-02 1.123844E+03 2.374293E+05 2.733139E+05 9.445679E+02 5.458035E+04 5.458035E+04 5.458035E+04 2.567271E+05 2.677655E+05 -6.817516E+02 -6.817090E+02 -5.466278E+05 -4.322890E+02 -1.144216E+03 2.348361E-02 -4.930663E-02 2.431965E-05 -2.357317E+00 -2.129846E+02 -2.161234E+02 -4.317118E+02 1.164256E+00 -6.780288E+01 -6.780288E+01 -6.780288E+01 -2.073000E+02
 1.975238E-02 1.138493E+03 2.362265E+05 2.722233E+05 9.146310E+02 5.406989E+04 5.406989E+04 5.406989E+04 2.556526E+05 2.666575E+05 -6.723468E+02 -6.723042E+02 -5.444466E+05 -4.304936E+02 -1.128448E+03 2.321253E-02 -4.919591E-02 2.408082E-05 -1.956726E+00 -2.120807E+02 -2.152263E+02 -4.299168E+02 1.305698E+00 -6.721499E+01 -6.721499E+01 -6.721499E+01 -2.064199E+02
 1.984810E-02 1.147121E+03 2.350290E+05 2.711361E+05 8.834943E+02 5.356425E+04 5.356425E+04 5.356425E+04 2.545818E+05 2.655532E+05 -6.630876E+02 -6.630452E+02 -5.422722E+05 -4.287042E+02 -1.112924E+03 2.294652E-02 -4.902114E-02 2.383104E-05 -1.486515E+00 -2.111800E+02 -2.143323E+02 -4.281279E+02 1.389494E+00 -6.663204E+01 -6.663204E+01 -6.663204E+01 -2.055422E+02
 1.994401E-02 1.163253E+03 2.338361E+05 2.700518E+05 8.468703E+02 5.306329E+04 5.306329E+04 5.306329E+04 2.535143E+05 2.644521E+05 -6.539711E+02 -6.539288E+02 -5.401037E+05 -4.269190E+02 -1.097637E+03 2.268895E-02 -4.919054E-02 2.382956E-05 -7.771206E-01 -2.102818E+02 -2.134406E+02 -4.263434E+02 1.432391E+00 -6.605369E+01 -6.605369E+01 -6.605369E+01 -2.046649E+02
 2.004013E-02 1.154972E+03 2.326495E+05 2.689710E+05 8.157779E+02 5.256709E+04 5.256709E+04 5.256709E+04 2.524504E+05 2.633548E+05 -6.449941E+02 -6.449523E+02 -5.379419E+05 -4.251412E+02 -1.082586E+03 2.243220E-02 -4.881219E-02 2.355237E-05 -1.856488E-01 -2.093872E+02 -2.125521E+02 -4.245658E+02 1.375895E+00 -6.548031E+01 -6.548031E+01 -6.548031E+01 -2.037919E+02
 2.013645E-02 1.138821E+03 2.314692E+05 2.678937E+05 7.862899E+02 5.207561E+04 5.207561E+04 5.207561E+04 2.513905E+05 2.622616E+05 -6.361552E+02 -6.361140E+02 -5.357873E+05 -4.233700E+02 -1.067766E+03 2.217902E-02 -4.833268E-02 2.326700E-05 4.222528E-01 -2.084959E+02 -2.116668E+02 -4.227947E+02 1.261065E+00 -6.491175E+01 -6.491175E+01 -6.491175E+01 -2.029219E+02
 2.023298E-02 1.054853E+03 2.302933E+05 2.668191E+05 7.776326E+02 5.158860E+04 5.158860E+04 5.158860E+04 2.503332E+05 2.611713E+05 -6.274449E+02 -6.274055E+02 -5.336381E+05 -4.216079E+02 -1.053168E+03 2.191564E-02 -4.603117E-02 2.194394E-05 4.212948E-01 -2.076077E+02 -2.107842E+02 -4.210310E+02 9.782569E-01 -6.434814E+01 -6.434814E+01 -6.434814E+01 -2.020602E+02
 2.032974E-02 1.032813E+03 2.291231E+05 2.657478E+05 7.544923E+02 5.110617E+04 5.110617E+04 5.110617E+04 2.492800E+05 2.600847E+05 -6.188713E+02 -6.188327E+02 -5.314956E+05 -4.198475E+02 -1.038793E+03 2.166607E-02 -4.546738E-02 2.167686E-05 8.953816E-01 -2.067221E+02 -2.099042E+02 -4.192707E+02 8.356935E-01 -6.378880E+01 -6.378880E+01 -6.378880E+01 -2.011970E+02
 2.042671E-02 1.004956E+03 2.279575E+05 2.646793E+05 7.338565E+02 5.062810E+04 5.062810E+04 5.062810E+04 2.482298E+05 2.590011E+05 -6.104258E+02 -6.103882E+02 -5.293585E+05 -4.180921E+02 -1.024631E+03 2.141889E-02 -4.482298E-02 2.140629E-05 1.348542E+00 -2.058392E+02 -2.090266E+02 -4.175153E+02 6.594562E-01 -6.323391E+01 -6.323391E+01 -6.323391E+01 -2.003364E+02
 2.052391E-02 9.717487E+02 2.267985E+05 2.636143E+05 7.161036E+02 5.015455E+04 5.015455E+04 5.015455E+04 2.471836E+05 2.579216E+05 -6.021083E+02 -6.020718E+02 -5.272286E+05 -4.163432E+02 -1.010684E+03 2.117391E-02 -4.410273E-02 2.113361E-05 1.765212E+00 -2.049598E+02 -2.081522E+02 -4.157664E+02 4.576671E-01 -6.268368E+01 -6.268368E+01 -6.268368E+01 -1.994795E+02
 2.062134E-02 7.346380E+02 2.256440E+05 2.625521E+05 7.669500E+02 4.968529E+04 4.968529E+04 4.968529E+04 2.461391E+05 2.568451E+05 -5.938991E+02 -5.938669E+02 -5.251042E+05 -4.146144E+02 -9.969440E+02 2.088254E-02 -3.728632E-02 1.716967E-05 -5.537808E-02 -2.040846E+02 -2.072818E+02 -4.140318E+02 -7.666968E-02 -6.213945E+01 -6.213945E+01 -6.213945E+01 -1.986469E+02
 2.071902E-02 7.259058E+02 2.244954E+05 2.614931E+05 7.577515E+02 4.922039E+04 4.922039E+04 4.922039E+04 2.450997E+05 2.557721E+05 -5.858277E+02 -5.857963E+02 -5.229861E+05 -4.128759E+02 -9.834085E+02 2.063363E-02 -3.689006E-02 1.700671E-05 -1.102337E-01 -2.032112E+02 -2.064130E+02 -4.122937E+02 -5.697410E-02 -6.159831E+01 -6.159831E+01 -6.159831E+01 -1.977999E+02
 2.081694E-02 7.179877E+02 2.233522E+05 2.604371E+05 7.484023E+02 4.875974E+04 4.875974E+04 4.875974E+04 2.440639E+05 2.547027E+05 -5.778760E+02 -5.778452E+02 -5.208742E+05 -4.111432E+02 -9.700733E+02 2.038787E-02 -3.650842E-02 1.684599E-05 -1.616072E-01 -2.023408E+02 -2.055469E+02 -4.105614E+02 -3.400377E-02 -6.106163E+01 -6.106163E+01 -6.106163E+01 -1.969558E+02
 2.091511E-02 7.108154E+02 2.222144E+05 2.593841E+05 7.388660E+02 4.830324E+04 4.830324E+04 4.830324E+04 2.430313E+05 2.536365E+05 -5.700412E+02 -5.700110E+02 -5.187682E+05 -4.094158E+02 -9.569339E+02 2.014524E-02 -3.614053E-02 1.668731E-05 -2.077350E-01 -2.014734E+02 -2.046836E+02 -4.088344E+02 -8.806554E-03 -6.052930E+01 -6.052930E+01 -6.052930E+01 -1.961145E+02
 2.101353E-02 7.292551E+02 2.210822E+05 2.583341E+05 7.204813E+02 4.785087E+04 4.785087E+04 4.785087E+04 2.420023E+05 2.525738E+05 -5.623234E+02 -5.622934E+02 -5.166681E+05 -4.076920E+02 -9.439872E+02 1.991237E-02 -3.658183E-02 1.702733E-05 4.711934E-02 -2.006089E+02 -2.038228E+02 -4.071119E+02 4.853648E-02 -6.000110E+01 -6.000110E+01 -6.000110E+01 -1.952730E+02
 2.111222E-02 7.189844E+02 2.199548E+05 2.572869E+05 7.103861E+02 4.740252E+04 4.740252E+04 4.740252E+04 2.409762E+05 2.515141E+05 -5.547157E+02 -5.546864E+02 -5.145737E+05 -4.059754E+02 -9.312284E+02 1.967688E-02 -3.617619E-02 1.685719E-05 6.095403E-02 -1.997473E+02 -2.029648E+02 -4.053957E+02 4.263530E-02 -5.947731E+01 -5.947731E+01 -5.947731E+01 -1.944365E+02
 2.121119E-02 7.086907E+02 2.188327E+05 2.562424E+05 7.005155E+02 4.695816E+04 4.695816E+04 4.695816E+04 2.399534E+05 2.504576E+05 -5.472183E+02 -5.471896E+02 -5.124848E+05 -4.042640E+02 -9.186544E+02 1.944420E-02 -3.577225E-02 1.668851E-05 7.382882E-02 -1.988885E+02 -2.021094E+02 -4.036848E+02 3.596958E-02 -5.895771E+01 -5.895771E+01 -5.895771E+01 -1.936028E+02
 2.131043E-02 6.911836E+02 2.177166E+05 2.552011E+05 6.930167E+02 4.651781E+04 4.651781E+04 4.651781E+04 2.389340E+05 2.494047E+05 -5.398293E+02 -5.398014E+02 -5.104021E+05 -4.025589E+02 -9.062628E+02 1.921276E-02 -3.514632E-02 1.638426E-05 2.069113E-02 -1.980330E+02 -2.012570E+02 -4.019800E+02 1.499672E-02 -5.844239E+01 -5.844239E+01 -5.844239E+01 -1.927727E+02
 2.140995E-02 6.818612E+02 2.166057E+05 2.541625E+05 6.837179E+02 4.608135E+04 4.608135E+04 4.608135E+04 2.379178E+05 2.483549E+05 -5.325470E+02 -5.325196E+02 -5.083250E+05 -4.008585E+02 -8.940489E+02 1.898524E-02 -3.476046E-02 1.622259E-05 1.672480E-02 -1.971802E+02 -2.004070E+02 -4.002801E+02 1.588771E-02 -5.793112E+01 -5.793112E+01 -5.793112E+01 -1.919448E+02
 2.150977E-02 6.727163E+02 2.154994E+05 2.531265E+05 6.745355E+02 4.564868E+04 4.564868E+04 4.564868E+04 2.369045E+05 2.473080E+05 -5.253680E+02 -5.253413E+02 -5.062529E+05 -3.991627E+02 -8.820083E+02 1.876040E-02 -3.437939E-02 1.606249E-05 1.287491E-02 -1.963300E+02 -1.995594E+02 -3.985849E+02 1.703123E-02 -5.742382E+01 -5.742382E+01 -5.742382E+01 -1.911192E+02
 2.160988E-02 6.637462E+02 2.143996E+05 2.520936E+05 6.654668E+02 4.521990E+04 4.521990E+04 4.521990E+04 2.358949E+05 2.462648E+05 -5.182925E+02 -5.182664E+02 -5.041872E+05 -3.974729E+02 -8.701409E+02 1.853823E-02 -3.400317E-02 1.590397E-05 9.257883E-03 -1.954832E+02 -1.987148E+02 -3.968957E+02 1.836442E-02 -5.692066E+01 -5.692066E+01 -5.692066E+01 -1.902967E+02
 2.171030E-02 6.565842E+02 2.133033E+05 2.510628E+05 6.559924E+02 4.479471E+04 4.479471E+04 4.479471E+04 2.348876E+05 2.452238E+05 -5.113156E+02 -5.112899E+02 -5.021256E+05 -3.957868E+02 -8.584384E+02 1.831904E-02 -3.368505E-02 1.578020E-05 2.159236E-02 -1.946383E+02 -1.978721E+02 -3.952102E+02 2.255048E-02 -5.642124E+01 -5.642124E+01 -5.642124E+01 -1.894761E+02
 2.181104E-02 6.477125E+02 2.122139E+05 2.500353E+05 6.471171E+02 4.437335E+04 4.437335E+04 4.437335E+04 2.338842E+05 2.441867E+05 -5.044384E+02 -5.044133E+02 -5.000706E+05 -3.941070E+02 -8.469033E+02 1.810213E-02 -3.331452E-02 1.562370E-05 2.191166E-02 -1.937969E+02 -1.970325E+02 -3.935312E+02 2.208915E-02 -5.592592E+01 -5.592592E+01 -5.592592E+01 -1.886587E+02
