# This is a transfer function data file in the "Plain" format
# Comments are ignored
# The titles should be on a comment line, and contain no spaces
# Wavenumbers k are in 1/Mpc
# Transfer functions are in the CAMB/CMBFAST/Eisenstein-Hu format,
# and differ by a factor -1/k^2 from CLASS.

# k d_g d_b d_cdm d_ur d_ncdm[0] d_ncdm[1] d_ncdm[2] d_tot d_cb phi psi h h_prime eta eta_prime H_T_Nb_prime k2gamma_Nb t_g t_b t_cdm t_cb t_ur t_ncdm[0] t_ncdm[1] t_ncdm[2] t_tot
 2.368910E-02 5.070742E+02 1.934800E+05 2.319485E+05 5.068794E+02 3.736270E+04 3.736270E+04 3.736270E+04 2.163033E+05 2.259993E+05 -3.954729E+02 -3.954560E+02 -4.638969E+05 -3.646555E+02 -6.641036E+02 1.458842E-02 -2.724857E-02 1.303148E-05 1.671568E-02 -1.790901E+02 -1.823113E+02 -3.640969E+02 1.651670E-02 -4.761973E+01 -4.761973E+01 -4.761973E+01 -1.743507E+02
 2.379776E-02 5.002170E+02 1.924875E+05 2.309637E+05 5.000248E+02 3.700213E+04 3.700213E+04 3.700213E+04 2.153511E+05 2.250134E+05 -3.901442E+02 -3.901276E+02 -4.619274E+05 -3.630590E+02 -6.551625E+02 1.441254E-02 -2.694268E-02 1.289923E-05 1.649123E-02 -1.782956E+02 -1.815132E+02 -3.625017E+02 1.629495E-02 -4.718910E+01 -4.718910E+01 -4.718910E+01 -1.735763E+02
 2.390696E-02 4.934456E+02 1.914994E+05 2.299804E+05 4.932560E+02 3.664424E+04 3.664424E+04 3.664424E+04 2.144008E+05 2.240293E+05 -3.848818E+02 -3.848656E+02 -4.599608E+05 -3.614657E+02 -6.463325E+02 1.423845E-02 -2.663962E-02 1.276804E-05 1.626934E-02 -1.775030E+02 -1.807168E+02 -3.609097E+02 1.607572E-02 -4.676131E+01 -4.676131E+01 -4.676131E+01 -1.728036E+02
 2.401673E-02 4.867590E+02 1.905160E+05 2.289988E+05 4.865720E+02 3.628903E+04 3.628903E+04 3.628903E+04 2.134526E+05 2.230474E+05 -3.796848E+02 -3.796689E+02 -4.579976E+05 -3.598758E+02 -6.376121E+02 1.406613E-02 -2.633939E-02 1.263791E-05 1.604998E-02 -1.767124E+02 -1.799220E+02 -3.593212E+02 1.585899E-02 -4.633638E+01 -4.633638E+01 -4.633638E+01 -1.720327E+02
 2.412707E-02 4.801567E+02 1.895383E+05 2.280193E+05 4.799722E+02 3.593653E+04 3.593653E+04 3.593653E+04 2.125071E+05 2.220681E+05 -3.745528E+02 -3.745373E+02 -4.560386E+05 -3.582901E+02 -6.290007E+02 1.389555E-02 -2.604199E-02 1.250885E-05 1.583307E-02 -1.759244E+02 -1.791294E+02 -3.577370E+02 1.564467E-02 -4.591438E+01 -4.591438E+01 -4.591438E+01 -1.712639E+02
 2.423801E-02 4.736352E+02 1.885649E+05 2.270410E+05 4.734532E+02 3.558658E+04 3.558658E+04 3.558658E+04 2.115633E+05 2.210906E+05 -3.694833E+02 -3.694681E+02 -4.540820E+05 -3.567073E+02 -6.204938E+02 1.372667E-02 -2.574727E-02 1.238080E-05 1.561857E-02 -1.751380E+02 -1.783382E+02 -3.561556E+02 1.543273E-02 -4.549506E+01 -4.549506E+01 -4.549506E+01 -1.704967E+02
 2.434957E-02 4.671938E+02 1.875965E+05 2.260643E+05 4.670143E+02 3.523917E+04 3.523917E+04 3.523917E+04 2.106216E+05 2.201151E+05 -3.644755E+02 -3.644607E+02 -4.521285E+05 -3.551277E+02 -6.120904E+02 1.355945E-02 -2.545524E-02 1.225376E-05 1.540644E-02 -1.743535E+02 -1.775486E+02 -3.545775E+02 1.522312E-02 -4.507847E+01 -4.507847E+01 -4.507847E+01 -1.697312E+02
 2.446176E-02 4.608304E+02 1.866324E+05 2.250887E+05 4.606533E+02 3.489423E+04 3.489423E+04 3.489423E+04 2.096817E+05 2.191413E+05 -3.595279E+02 -3.595134E+02 -4.501775E+05 -3.535510E+02 -6.037879E+02 1.339387E-02 -2.516580E-02 1.212769E-05 1.519662E-02 -1.735708E+02 -1.767605E+02 -3.530023E+02 1.501581E-02 -4.466451E+01 -4.466451E+01 -4.466451E+01 -1.689672E+02
 2.457460E-02 4.545443E+02 1.856736E+05 2.241148E+05 4.543696E+02 3.455178E+04 3.455178E+04 3.455178E+04 2.087438E+05 2.181697E+05 -3.546400E+02 -3.546258E+02 -4.482295E+05 -3.519777E+02 -5.955853E+02 1.322990E-02 -2.487896E-02 1.200261E-05 1.498908E-02 -1.727902E+02 -1.759740E+02 -3.514306E+02 1.481073E-02 -4.425321E+01 -4.425321E+01 -4.425321E+01 -1.682049E+02
 2.468812E-02 4.483331E+02 1.847191E+05 2.231420E+05 4.481609E+02 3.421172E+04 3.421172E+04 3.421172E+04 2.078076E+05 2.171997E+05 -3.498099E+02 -3.497960E+02 -4.462839E+05 -3.504070E+02 -5.874796E+02 1.306750E-02 -2.459463E-02 1.187848E-05 1.478377E-02 -1.720112E+02 -1.751889E+02 -3.498615E+02 1.460786E-02 -4.384445E+01 -4.384445E+01 -4.384445E+01 -1.674441E+02
 2.480233E-02 4.421957E+02 1.837694E+05 2.221703E+05 4.420258E+02 3.387400E+04 3.387400E+04 3.387400E+04 2.068732E+05 2.162314E+05 -3.450367E+02 -3.450232E+02 -4.443406E+05 -3.488390E+02 -5.794693E+02 1.290664E-02 -2.431277E-02 1.175527E-05 1.458064E-02 -1.712339E+02 -1.744051E+02 -3.482953E+02 1.440714E-02 -4.343820E+01 -4.343820E+01 -4.343820E+01 -1.666847E+02
 2.491726E-02 4.361306E+02 1.828243E+05 2.211998E+05 4.359630E+02 3.353861E+04 3.353861E+04 3.353861E+04 2.059404E+05 2.152648E+05 -3.403194E+02 -3.403061E+02 -4.423995E+05 -3.472738E+02 -5.715525E+02 1.274729E-02 -2.403334E-02 1.163299E-05 1.437966E-02 -1.704583E+02 -1.736227E+02 -3.467318E+02 1.420853E-02 -4.303442E+01 -4.303442E+01 -4.303442E+01 -1.659268E+02
 2.503293E-02 4.301358E+02 1.818835E+05 2.202301E+05 4.299706E+02 3.320545E+04 3.320545E+04 3.320545E+04 2.050091E+05 2.142996E+05 -3.356563E+02 -3.356433E+02 -4.404601E+05 -3.457107E+02 -5.637266E+02 1.258942E-02 -2.375627E-02 1.151159E-05 1.418076E-02 -1.696841E+02 -1.728413E+02 -3.451705E+02 1.401198E-02 -4.263302E+01 -4.263302E+01 -4.263302E+01 -1.651700E+02
 2.514937E-02 4.242119E+02 1.809483E+05 2.192620E+05 4.240489E+02 3.287461E+04 3.287461E+04 3.287461E+04 2.040799E+05 2.133365E+05 -3.310479E+02 -3.310352E+02 -4.385239E+05 -3.441512E+02 -5.559923E+02 1.243303E-02 -2.348161E-02 1.139110E-05 1.398393E-02 -1.689121E+02 -1.720618E+02 -3.436128E+02 1.381748E-02 -4.223412E+01 -4.223412E+01 -4.223412E+01 -1.644151E+02
 2.526660E-02 4.183546E+02 1.800169E+05 2.182941E+05 4.181938E+02 3.254585E+04 3.254585E+04 3.254585E+04 2.031516E+05 2.123743E+05 -3.264908E+02 -3.264784E+02 -4.365882E+05 -3.425929E+02 -5.483441E+02 1.227803E-02 -2.320918E-02 1.127145E-05 1.378907E-02 -1.681411E+02 -1.712828E+02 -3.420564E+02 1.362492E-02 -4.183742E+01 -4.183742E+01 -4.183742E+01 -1.636610E+02
 2.538464E-02 4.125637E+02 1.790897E+05 2.173271E+05 4.124052E+02 3.221922E+04 3.221922E+04 3.221922E+04 2.022246E+05 2.114134E+05 -3.219851E+02 -3.219730E+02 -4.346541E+05 -3.410368E+02 -5.407819E+02 1.212444E-02 -2.293898E-02 1.115264E-05 1.359622E-02 -1.673715E+02 -1.705050E+02 -3.405023E+02 1.343434E-02 -4.144297E+01 -4.144297E+01 -4.144297E+01 -1.629080E+02
 2.550353E-02 4.068380E+02 1.781672E+05 2.163607E+05 4.066817E+02 3.189466E+04 3.189466E+04 3.189466E+04 2.012990E+05 2.104537E+05 -3.175297E+02 -3.175178E+02 -4.327213E+05 -3.394828E+02 -5.333039E+02 1.197220E-02 -2.267099E-02 1.103466E-05 1.340527E-02 -1.666032E+02 -1.697282E+02 -3.389502E+02 1.324563E-02 -4.105075E+01 -4.105075E+01 -4.105075E+01 -1.621561E+02
 2.562329E-02 4.011764E+02 1.772493E+05 2.153950E+05 4.010222E+02 3.157217E+04 3.157217E+04 3.157217E+04 2.003747E+05 2.094955E+05 -3.131236E+02 -3.131121E+02 -4.307900E+05 -3.379308E+02 -5.259087E+02 1.182131E-02 -2.240516E-02 1.091749E-05 1.321619E-02 -1.658364E+02 -1.689524E+02 -3.374003E+02 1.305877E-02 -4.066071E+01 -4.066071E+01 -4.066071E+01 -1.614053E+02
 2.574396E-02 3.955768E+02 1.763357E+05 2.144297E+05 3.954248E+02 3.125163E+04 3.125163E+04 3.125163E+04 1.994514E+05 2.085381E+05 -3.087655E+02 -3.087542E+02 -4.288594E+05 -3.363804E+02 -5.185937E+02 1.167171E-02 -2.214143E-02 1.080110E-05 1.302894E-02 -1.650708E+02 -1.681773E+02 -3.358519E+02 1.287371E-02 -4.027275E+01 -4.027275E+01 -4.027275E+01 -1.606555E+02
 2.586556E-02 3.900383E+02 1.754265E+05 2.134648E+05 3.898884E+02 3.093304E+04 3.093304E+04 3.093304E+04 1.985291E+05 2.075818E+05 -3.044546E+02 -3.044435E+02 -4.269296E+05 -3.348316E+02 -5.113577E+02 1.152340E-02 -2.187977E-02 1.068548E-05 1.284347E-02 -1.643063E+02 -1.674031E+02 -3.343052E+02 1.269041E-02 -3.988686E+01 -3.988686E+01 -3.988686E+01 -1.599065E+02
 2.598813E-02 3.845595E+02 1.745217E+05 2.125001E+05 3.844117E+02 3.061632E+04 3.061632E+04 3.061632E+04 1.976078E+05 2.066263E+05 -3.001895E+02 -3.001787E+02 -4.250001E+05 -3.332841E+02 -5.041987E+02 1.137631E-02 -2.162013E-02 1.057062E-05 1.265972E-02 -1.635430E+02 -1.666295E+02 -3.327599E+02 1.250881E-02 -3.950296E+01 -3.950296E+01 -3.950296E+01 -1.591583E+02
 2.611171E-02 3.791380E+02 1.736202E+05 2.115352E+05 3.789923E+02 3.030138E+04 3.030138E+04 3.030138E+04 1.966868E+05 2.056712E+05 -2.959689E+02 -2.959583E+02 -4.230703E+05 -3.317371E+02 -4.971141E+02 1.123045E-02 -2.136242E-02 1.045646E-05 1.247773E-02 -1.627801E+02 -1.658562E+02 -3.312152E+02 1.232894E-02 -3.912091E+01 -3.912091E+01 -3.912091E+01 -1.584105E+02
 2.623632E-02 3.737748E+02 1.727242E+05 2.105708E+05 3.736312E+02 2.998831E+04 2.998831E+04 2.998831E+04 1.957672E+05 2.047174E+05 -2.917931E+02 -2.917827E+02 -4.211416E+05 -3.301922E+02 -4.901046E+02 1.108579E-02 -2.110670E-02 1.034305E-05 1.229735E-02 -1.620189E+02 -1.650840E+02 -3.296726E+02 1.215066E-02 -3.874086E+01 -3.874086E+01 -3.874086E+01 -1.576638E+02
 2.636200E-02 3.684663E+02 1.718315E+05 2.096059E+05 3.683247E+02 2.967690E+04 2.967690E+04 2.967690E+04 1.948477E+05 2.037636E+05 -2.876595E+02 -2.876494E+02 -4.192118E+05 -3.286473E+02 -4.831658E+02 1.094227E-02 -2.085282E-02 1.023031E-05 1.211860E-02 -1.612580E+02 -1.643117E+02 -3.281301E+02 1.197399E-02 -3.836254E+01 -3.836254E+01 -3.836254E+01 -1.569173E+02
 2.648881E-02 3.632127E+02 1.709434E+05 2.086409E+05 3.630731E+02 2.936721E+04 2.936721E+04 2.936721E+04 1.939289E+05 2.028105E+05 -2.835682E+02 -2.835584E+02 -4.172819E+05 -3.271035E+02 -4.762979E+02 1.079989E-02 -2.060080E-02 1.011826E-05 1.194141E-02 -1.604980E+02 -1.635399E+02 -3.265887E+02 1.179886E-02 -3.798602E+01 -3.798602E+01 -3.798602E+01 -1.561714E+02
 2.661677E-02 3.580120E+02 1.700591E+05 2.076756E+05 3.578744E+02 2.905915E+04 2.905915E+04 2.905915E+04 1.930104E+05 2.018577E+05 -2.795178E+02 -2.795082E+02 -4.153511E+05 -3.255600E+02 -4.694985E+02 1.065860E-02 -2.035057E-02 1.000686E-05 1.176576E-02 -1.597387E+02 -1.627684E+02 -3.250477E+02 1.162524E-02 -3.761120E+01 -3.761120E+01 -3.761120E+01 -1.554258E+02
 2.674593E-02 3.528632E+02 1.691791E+05 2.067097E+05 3.527276E+02 2.875266E+04 2.875266E+04 2.875266E+04 1.920922E+05 2.009051E+05 -2.755074E+02 -2.754980E+02 -4.134194E+05 -3.240169E+02 -4.627660E+02 1.051839E-02 -2.010209E-02 9.896093E-06 1.159160E-02 -1.589800E+02 -1.619970E+02 -3.235071E+02 1.145309E-02 -3.723802E+01 -3.723802E+01 -3.723802E+01 -1.546805E+02
 2.687635E-02 3.477646E+02 1.683026E+05 2.057431E+05 3.476309E+02 2.844767E+04 2.844767E+04 2.844767E+04 1.911740E+05 1.999524E+05 -2.715357E+02 -2.715265E+02 -4.114861E+05 -3.224735E+02 -4.560984E+02 1.037923E-02 -1.985529E-02 9.785935E-06 1.141891E-02 -1.582215E+02 -1.612254E+02 -3.219663E+02 1.128239E-02 -3.686637E+01 -3.686637E+01 -3.686637E+01 -1.539351E+02
 2.700805E-02 3.427151E+02 1.674300E+05 2.047756E+05 3.425833E+02 2.814414E+04 2.814414E+04 2.814414E+04 1.902557E+05 1.989995E+05 -2.676019E+02 -2.675929E+02 -4.095511E+05 -3.209298E+02 -4.494943E+02 1.024107E-02 -1.961013E-02 9.676369E-06 1.124762E-02 -1.574634E+02 -1.604538E+02 -3.204253E+02 1.111308E-02 -3.649623E+01 -3.649623E+01 -3.649623E+01 -1.531898E+02
 2.714111E-02 3.377140E+02 1.665619E+05 2.038072E+05 3.375841E+02 2.784206E+04 2.784206E+04 2.784206E+04 1.893374E+05 1.980467E+05 -2.637053E+02 -2.636966E+02 -4.076144E+05 -3.193860E+02 -4.429526E+02 1.010389E-02 -1.936660E-02 9.567387E-06 1.107767E-02 -1.567057E+02 -1.596820E+02 -3.188843E+02 1.094508E-02 -3.612756E+01 -3.612756E+01 -3.612756E+01 -1.524446E+02
 2.727557E-02 3.327590E+02 1.656971E+05 2.028374E+05 3.326311E+02 2.754128E+04 2.754128E+04 2.754128E+04 1.884186E+05 1.970931E+05 -2.598444E+02 -2.598358E+02 -4.056749E+05 -3.178410E+02 -4.364704E+02 9.967664E-03 -1.912458E-02 9.458944E-06 1.090905E-02 -1.559479E+02 -1.589097E+02 -3.173421E+02 1.077841E-02 -3.576021E+01 -3.576021E+01 -3.576021E+01 -1.516990E+02
 2.741149E-02 3.278504E+02 1.648368E+05 2.018668E+05 3.277243E+02 2.724187E+04 2.724187E+04 2.724187E+04 1.874998E+05 1.961396E+05 -2.560191E+02 -2.560107E+02 -4.037336E+05 -3.162960E+02 -4.300481E+02 9.832380E-03 -1.888412E-02 9.351057E-06 1.074175E-02 -1.551906E+02 -1.581374E+02 -3.158000E+02 1.061303E-02 -3.539425E+01 -3.539425E+01 -3.539425E+01 -1.509534E+02
 2.754893E-02 3.229851E+02 1.639793E+05 2.008944E+05 3.228609E+02 2.694364E+04 2.694364E+04 2.694364E+04 1.865800E+05 1.951848E+05 -2.522272E+02 -2.522191E+02 -4.017887E+05 -3.147490E+02 -4.236818E+02 9.697979E-03 -1.864505E-02 9.243658E-06 1.057572E-02 -1.544327E+02 -1.573640E+02 -3.142559E+02 1.044889E-02 -3.502944E+01 -3.502944E+01 -3.502944E+01 -1.502070E+02
 2.768795E-02 3.181628E+02 1.631256E+05 1.999202E+05 3.180404E+02 2.664658E+04 2.664658E+04 2.664658E+04 1.856594E+05 1.942293E+05 -2.484685E+02 -2.484605E+02 -3.998403E+05 -3.132006E+02 -4.173708E+02 9.564440E-03 -1.840737E-02 9.136748E-06 1.041089E-02 -1.536747E+02 -1.565900E+02 -3.127106E+02 1.028595E-02 -3.466579E+01 -3.466579E+01 -3.466579E+01 -1.494601E+02
 2.782862E-02 3.133821E+02 1.622757E+05 1.989441E+05 3.132616E+02 2.635064E+04 2.635064E+04 2.635064E+04 1.847378E+05 1.932727E+05 -2.447418E+02 -2.447340E+02 -3.978881E+05 -3.116504E+02 -4.111136E+02 9.431726E-03 -1.817103E-02 9.030303E-06 1.024722E-02 -1.529163E+02 -1.558151E+02 -3.111635E+02 1.012415E-02 -3.430322E+01 -3.430322E+01 -3.430322E+01 -1.487125E+02
 2.797101E-02 3.086424E+02 1.614299E+05 1.979662E+05 3.085237E+02 2.605580E+04 2.605580E+04 2.605580E+04 1.838156E+05 1.923152E+05 -2.410466E+02 -2.410391E+02 -3.959324E+05 -3.100987E+02 -4.049092E+02 9.299828E-03 -1.793600E-02 8.924316E-06 1.008471E-02 -1.521578E+02 -1.550394E+02 -3.096150E+02 9.963483E-03 -3.394172E+01 -3.394172E+01 -3.394172E+01 -1.479643E+02
 2.811520E-02 3.039399E+02 1.605854E+05 1.969852E+05 3.038230E+02 2.576179E+04 2.576179E+04 2.576179E+04 1.828909E+05 1.913553E+05 -2.373802E+02 -2.373728E+02 -3.939703E+05 -3.085429E+02 -3.987529E+02 9.168689E-03 -1.770210E-02 8.818697E-06 9.923357E-03 -1.513975E+02 -1.542617E+02 -3.080625E+02 9.803969E-03 -3.358095E+01 -3.358095E+01 -3.358095E+01 -1.472142E+02
 2.826127E-02 2.992760E+02 1.597452E+05 1.960020E+05 2.991609E+02 2.546876E+04 2.546876E+04 2.546876E+04 1.819653E+05 1.903942E+05 -2.337435E+02 -2.337363E+02 -3.920039E+05 -3.069852E+02 -3.926463E+02 9.038292E-03 -1.746940E-02 8.713494E-06 9.763040E-03 -1.506370E+02 -1.534830E+02 -3.065081E+02 9.645473E-03 -3.322110E+01 -3.322110E+01 -3.322110E+01 -1.464634E+02
 2.840929E-02 2.946486E+02 1.589085E+05 1.950159E+05 2.945352E+02 2.517657E+04 2.517657E+04 2.517657E+04 1.810378E+05 1.894312E+05 -2.301347E+02 -2.301277E+02 -3.900317E+05 -3.054242E+02 -3.865866E+02 8.908591E-03 -1.723781E-02 8.608655E-06 9.603725E-03 -1.498754E+02 -1.527026E+02 -3.049506E+02 9.487964E-03 -3.286200E+01 -3.286200E+01 -3.286200E+01 -1.457111E+02
 2.855938E-02 2.900570E+02 1.580758E+05 1.940271E+05 2.899454E+02 2.488522E+04 2.488522E+04 2.488522E+04 1.801088E+05 1.884665E+05 -2.265536E+02 -2.265467E+02 -3.880542E+05 -3.038605E+02 -3.805731E+02 8.779570E-03 -1.700730E-02 8.504178E-06 9.445374E-03 -1.491131E+02 -1.519209E+02 -3.033905E+02 9.331404E-03 -3.250365E+01 -3.250365E+01 -3.250365E+01 -1.449577E+02
 2.871161E-02 2.854979E+02 1.572446E+05 1.930343E+05 2.853881E+02 2.459444E+04 2.459444E+04 2.459444E+04 1.791768E+05 1.874987E+05 -2.229974E+02 -2.229907E+02 -3.860685E+05 -3.022916E+02 -3.746014E+02 8.651173E-03 -1.677771E-02 8.399976E-06 9.288000E-03 -1.483487E+02 -1.511366E+02 -3.018251E+02 9.175809E-03 -3.214572E+01 -3.214572E+01 -3.214572E+01 -1.442019E+02
 2.886609E-02 2.809720E+02 1.564173E+05 1.920383E+05 2.808639E+02 2.430434E+04 2.430434E+04 2.430434E+04 1.782429E+05 1.865287E+05 -2.194667E+02 -2.194602E+02 -3.840765E+05 -3.007191E+02 -3.686724E+02 8.523391E-03 -1.654908E-02 8.296081E-06 9.131518E-03 -1.475832E+02 -1.503505E+02 -3.002564E+02 9.021092E-03 -3.178836E+01 -3.178836E+01 -3.178836E+01 -1.434445E+02
 2.902294E-02 2.764771E+02 1.555930E+05 1.910382E+05 2.763707E+02 2.401478E+04 2.401478E+04 2.401478E+04 1.773062E+05 1.855559E+05 -2.159599E+02 -2.159536E+02 -3.820764E+05 -2.991417E+02 -3.627833E+02 8.396167E-03 -1.632131E-02 8.192441E-06 8.975862E-03 -1.468159E+02 -1.495620E+02 -2.986828E+02 8.867189E-03 -3.143137E+01 -3.143137E+01 -3.143137E+01 -1.426849E+02
 2.918227E-02 2.720110E+02 1.547700E+05 1.900335E+05 2.719063E+02 2.372559E+04 2.372559E+04 2.372559E+04 1.763659E+05 1.845793E+05 -2.124752E+02 -2.124691E+02 -3.800670E+05 -2.975583E+02 -3.569313E+02 8.269486E-03 -1.609429E-02 8.089003E-06 8.821098E-03 -1.460461E+02 -1.487704E+02 -2.971033E+02 8.714167E-03 -3.107455E+01 -3.107455E+01 -3.107455E+01 -1.419225E+02
 2.934420E-02 2.675749E+02 1.539525E+05 1.890250E+05 2.674719E+02 2.343690E+04 2.343690E+04 2.343690E+04 1.754234E+05 1.836002E+05 -2.090134E+02 -2.090074E+02 -3.780499E+05 -2.959707E+02 -3.511176E+02 8.143284E-03 -1.586809E-02 7.985804E-06 8.666959E-03 -1.452752E+02 -1.479768E+02 -2.955197E+02 8.561757E-03 -3.071808E+01 -3.071808E+01 -3.071808E+01 -1.411584E+02
 2.950888E-02 2.631648E+02 1.531364E+05 1.880110E+05 2.630635E+02 2.314842E+04 2.314842E+04 2.314842E+04 1.744768E+05 1.826169E+05 -2.055716E+02 -2.055658E+02 -3.760221E+05 -2.943760E+02 -3.453373E+02 8.017538E-03 -1.564252E-02 7.882747E-06 8.513579E-03 -1.445014E+02 -1.471796E+02 -2.939292E+02 8.410095E-03 -3.036157E+01 -3.036157E+01 -3.036157E+01 -1.403909E+02
 2.967644E-02 2.587790E+02 1.523219E+05 1.869911E+05 2.586794E+02 2.286002E+04 2.286002E+04 2.286002E+04 1.735256E+05 1.816287E+05 -2.021485E+02 -2.021428E+02 -3.739822E+05 -2.927735E+02 -3.395882E+02 7.892185E-03 -1.541748E-02 7.779789E-06 8.360849E-03 -1.437243E+02 -1.463785E+02 -2.923309E+02 8.259074E-03 -3.000489E+01 -3.000489E+01 -3.000489E+01 -1.396198E+02
 2.984704E-02 2.544181E+02 1.515109E+05 1.859660E+05 2.543202E+02 2.257179E+04 2.257179E+04 2.257179E+04 1.725708E+05 1.806367E+05 -1.987443E+02 -1.987388E+02 -3.719321E+05 -2.911645E+02 -3.338708E+02 7.767221E-03 -1.519302E-02 7.676953E-06 8.208716E-03 -1.429448E+02 -1.455741E+02 -2.907263E+02 8.108639E-03 -2.964811E+01 -2.964811E+01 -2.964811E+01 -1.388458E+02
 3.002085E-02 2.500791E+02 1.507017E+05 1.849345E+05 2.499828E+02 2.228349E+04 2.228349E+04 2.228349E+04 1.716111E+05 1.796396E+05 -1.953569E+02 -1.953515E+02 -3.698690E+05 -2.895470E+02 -3.281815E+02 7.642583E-03 -1.496899E-02 7.574162E-06 8.057145E-03 -1.421619E+02 -1.447656E+02 -2.891133E+02 7.958758E-03 -2.929096E+01 -2.929096E+01 -2.929096E+01 -1.380678E+02
 3.019806E-02 2.457604E+02 1.498943E+05 1.838961E+05 2.456658E+02 2.199502E+04 2.199502E+04 2.199502E+04 1.706461E+05 1.786369E+05 -1.919850E+02 -1.919798E+02 -3.677921E+05 -2.879204E+02 -3.225181E+02 7.518225E-03 -1.474531E-02 7.471378E-06 7.906072E-03 -1.413752E+02 -1.439524E+02 -2.874914E+02 7.809367E-03 -2.893330E+01 -2.893330E+01 -2.893330E+01 -1.372857E+02
 3.037885E-02 2.414609E+02 1.490891E+05 1.828504E+05 2.413679E+02 2.170629E+04 2.170629E+04 2.170629E+04 1.696756E+05 1.776284E+05 -1.886276E+02 -1.886226E+02 -3.657009E+05 -2.862844E+02 -3.168790E+02 7.394101E-03 -1.452190E-02 7.368572E-06 7.755431E-03 -1.405846E+02 -1.431345E+02 -2.858600E+02 7.660400E-03 -2.857501E+01 -2.857501E+01 -2.857501E+01 -1.364991E+02
 3.056344E-02 2.371788E+02 1.482859E+05 1.817973E+05 2.370875E+02 2.141721E+04 2.141721E+04 2.141721E+04 1.686994E+05 1.766139E+05 -1.852836E+02 -1.852787E+02 -3.635945E+05 -2.846383E+02 -3.112621E+02 7.270177E-03 -1.429870E-02 7.265707E-06 7.605191E-03 -1.397900E+02 -1.423117E+02 -2.842189E+02 7.511826E-03 -2.821597E+01 -2.821597E+01 -2.821597E+01 -1.357079E+02
 3.075206E-02 2.329120E+02 1.474844E+05 1.807355E+05 2.328223E+02 2.112758E+04 2.112758E+04 2.112758E+04 1.677164E+05 1.755924E+05 -1.819511E+02 -1.819463E+02 -3.614710E+05 -2.829808E+02 -3.056645E+02 7.146378E-03 -1.407558E-02 7.162718E-06 7.455257E-03 -1.389905E+02 -1.414830E+02 -2.825663E+02 7.363553E-03 -2.785594E+01 -2.785594E+01 -2.785594E+01 -1.349114E+02
 3.094497E-02 2.286589E+02 1.466844E+05 1.796648E+05 2.285709E+02 2.083731E+04 2.083731E+04 2.083731E+04 1.667265E+05 1.745635E+05 -1.786289E+02 -1.786243E+02 -3.593296E+05 -2.813112E+02 -3.000841E+02 7.022670E-03 -1.385244E-02 7.059570E-06 7.305616E-03 -1.381860E+02 -1.406484E+02 -2.809020E+02 7.215567E-03 -2.749477E+01 -2.749477E+01 -2.749477E+01 -1.341092E+02
 3.114243E-02 2.244172E+02 1.458852E+05 1.785843E+05 2.243307E+02 2.054619E+04 2.054619E+04 2.054619E+04 1.657288E+05 1.735265E+05 -1.753153E+02 -1.753108E+02 -3.571685E+05 -2.796281E+02 -2.945179E+02 6.898988E-03 -1.362916E-02 6.956195E-06 7.156200E-03 -1.373757E+02 -1.398070E+02 -2.792242E+02 7.067801E-03 -2.713222E+01 -2.713222E+01 -2.713222E+01 -1.333007E+02
 3.134473E-02 2.201849E+02 1.450871E+05 1.774931E+05 2.201001E+02 2.025409E+04 2.025409E+04 2.025409E+04 1.647227E+05 1.724806E+05 -1.720087E+02 -1.720044E+02 -3.549862E+05 -2.779306E+02 -2.889635E+02 6.775268E-03 -1.340563E-02 6.852547E-06 7.006926E-03 -1.365593E+02 -1.389584E+02 -2.775322E+02 6.920172E-03 -2.676810E+01 -2.676810E+01 -2.676810E+01 -1.324855E+02
 3.155222E-02 2.159605E+02 1.442905E+05 1.763909E+05 2.158773E+02 1.996087E+04 1.996087E+04 1.996087E+04 1.637078E+05 1.714257E+05 -1.687078E+02 -1.687036E+02 -3.527817E+05 -2.762181E+02 -2.834184E+02 6.651451E-03 -1.318175E-02 6.748576E-06 6.857717E-03 -1.357365E+02 -1.381023E+02 -2.758254E+02 6.772606E-03 -2.640225E+01 -2.640225E+01 -2.640225E+01 -1.316633E+02
 3.176525E-02 2.117415E+02 1.434941E+05 1.752768E+05 2.116599E+02 1.966635E+04 1.966635E+04 1.966635E+04 1.626834E+05 1.703607E+05 -1.654109E+02 -1.654068E+02 -3.505536E+05 -2.744893E+02 -2.778799E+02 6.527497E-03 -1.295737E-02 6.644220E-06 6.708590E-03 -1.349067E+02 -1.372380E+02 -2.741024E+02 6.625120E-03 -2.603442E+01 -2.603442E+01 -2.603442E+01 -1.308334E+02
 3.198421E-02 2.075248E+02 1.426976E+05 1.741492E+05 2.074448E+02 1.937025E+04 1.937025E+04 1.937025E+04 1.616481E+05 1.692843E+05 -1.621153E+02 -1.621114E+02 -3.482984E+05 -2.727416E+02 -2.723437E+02 6.403293E-03 -1.273232E-02 6.539383E-06 6.559391E-03 -1.340687E+02 -1.363643E+02 -2.723608E+02 6.477560E-03 -2.566426E+01 -2.566426E+01 -2.566426E+01 -1.299947E+02
